0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,predicted_cluster,Income_IDR,Income_Category,Region
1.976238335544348,5.586452311329058,2.659894990303881,3.3421158719982453,5.036384772356183,4.264544733869583,0.9942485575792658,0.1398913320895039,0.580433052193442,1.881763303524312,3.307986211550208,1.513406868979717,0.8170940980323474,0.6077860684133161,1.1997306486544037,2.407951430056442,2.955731219493646,2.6603309038391,2.326228315157681,1.0665443060994917,1.3009300039179157,1.0965049613338602,0.1264566172572155,-0.6395071408970084,0,18126434,High,Sumatera Selatan
-0.6298486097217625,-0.4637642009982877,-0.4924454567865056,-0.3944745747349376,1.6390159908320476,-0.4702224009515908,-0.3635189722923627,1.0741829543487442,0.8361018701587088,0.4642547719870118,0.0717782726440153,0.3925161914158324,0.6333238620498505,0.6328144870193148,0.7725420154002698,0.9569934114347386,1.2426160152889851,1.2449261383001269,1.0585716758092951,0.8016735156327387,1.0260077008574011,0.2818249327307655,0.3819107139211243,0.8845261115799201,3,10906823,High,NTB
0.2800615386752195,-0.3845852314573833,-0.3889644212318806,-0.3989878100901418,-0.356103893057711,-0.4336207801469572,0.0013985954744723,0.3262096035805086,3.2342816109023387,0.4464280301617203,-1.1456718236632886,1.3292358831274231,-0.8908880952167435,-0.9906250973021689,-0.9273028547981168,-0.689463210700644,0.5244282819878447,1.1958565620744437,0.8648506841123915,0.105565320476154,0.9287179793305188,-0.3980155901623149,-0.7967878081857154,-0.7137262691270482,2,20453434,High,DI Yogyakarta
-0.3321522739447317,-0.5726352841170312,0.7171454163333011,-0.3941982542029863,-0.4670232280484803,-0.555842394935088,-1.002744879908257,0.0348060267920412,1.9511328869468507,0.0885060984706366,0.3517801668090569,2.032998389431559,0.2480350339605556,0.3347452137929467,0.2520593128147738,-0.8588684887607975,-0.6000757686923295,-0.5430606783656521,1.4838439253154396,1.3731719751812828,1.4901159240878814,1.6626438247299646,1.90927476862736,2.0307789649044383,3,41199407,High,Sulawesi Selatan
1.413838898878366,1.697715386972375,1.9040720875896244,-0.4147380804113649,-0.587749165188648,-0.4780060367682723,-0.9791133665752348,-0.2421586340294297,0.143300321146511,1.922965167915908,0.7109453871981688,-0.8512394662461787,-0.4441508548871603,0.6400605863027413,-0.069876503680972,-0.8271377164500296,0.5094133262006652,0.7901092059717547,1.0984909298691632,0.4255311579788635,0.4838260234237363,-0.8288161196191886,-1.3055363654306251,-0.8693071437264774,2,10101433,High,Banten
-0.645155307219019,-0.5460651601100164,-0.5331764957226598,-0.4941341799253662,-0.5376688474159917,0.956777498773365,-0.6188307088820035,0.2559652149930181,1.7199766005108788,0.8757083030497198,0.1210809317494878,0.011063185458425,0.0265830829236582,-0.5541749118144664,-0.3173671375184152,0.5551239854684129,0.7721335746978887,0.5008549835968578,1.3370925220013228,1.9945984435486703,1.4552790713630177,2.506848249149796,1.916332150826861,2.082196658305014,3,10101565,High,Jawa Timur
1.6772979925502265,2.3450300330932747,2.934527044912999,3.6442263202649783,4.110470151939676,4.910493844323003,1.671989915102572,2.8439065040905955,3.650416311310744,2.956505202616814,2.391607919384153,2.361719555431704,1.9819689272013343,2.658863014769685,3.178071779297388,3.692926906209891,4.228767194687328,4.9733471109810585,2.5047388633616183,2.156519001631442,2.0258725305452177,1.328148320276151,3.3774030907738486,6.399726179487176,0,43093417,High,Jawa Timur
5.457619576210113,5.439585950880283,4.39181102807821,3.1889421904532527,3.2093100612206804,3.250355519422204,2.153433038945221,-0.0217120157073434,-0.0372293575211508,2.153942203208445,1.9774190709556316,1.0472458956396768,0.3388468172401835,2.4633750065341005,0.3430962675655388,2.542565607511896,1.3145799608435609,0.7153365183897618,-0.7993219800268939,-1.1453986646226932,-1.2520631066854166,-1.294815216000133,-1.0747252590698926,-0.572751132902315,0,22509732,High,NTB
0.543628806887696,1.3166998087117807,-0.1209461194797222,0.3793150215726317,0.3603493222260128,0.4376831196656248,-1.0409992081213812,-0.921350239645793,1.5420716756730328,0.2548547729095243,0.9174119001879728,2.220662911056548,1.9633389032782027,1.2707062325862826,0.83277133605095,0.9038806085439988,3.636132696656332,1.15097033681731,1.07867818480429,-0.0860356664351482,0.0768950373220509,1.8410996237320731,3.246590848037741,2.3198718554932536,3,8368046,Medium,Jawa Tengah
2.855372827135892,3.699774230900948,4.652892954882826,5.516390031078887,7.25496189163078,5.351473878270475,3.1189305035733943,1.8455961037647004,1.2148671940070264,3.4168153085378856,3.884269179773608,1.3932292383990192,1.448253241847912,2.0484281102712703,3.259605093708795,1.9781363746692129,3.1108995885539734,2.587480296431845,1.885190734735007,1.1797384921580971,1.4048216332369887,0.7388762977501434,-0.6306500895220502,-0.1855846009385794,0,18803594,High,Kalimantan Timur
-0.2946157083507528,-0.1047354003534988,-0.0205299937856395,-0.0236524208563191,0.0614859809933737,1.5953136227347071,-0.6290797353827894,0.6235012577892833,0.9463415310109674,1.5425414698862725,1.4773691765755042,0.0887840812956688,-0.1459938053519364,-1.0332791628138,-0.9728015329227924,-0.7959706888249859,-0.8136448497646698,-0.6247302418687664,0.4924559420281488,0.01018539989864,0.409318778340441,-0.5038295282848093,-0.3762372459695431,-0.7552083975517341,2,8408691,Medium,Jawa Barat
0.574404463693134,-0.5346400067869999,-0.4157420547503027,-0.4252382606255134,-0.4067554692080022,-0.4816198676831602,-0.98518444596742,-0.5089597981572491,1.4414857704321302,-0.0101317813695927,-1.3006496162476606,-1.1882059946763868,-1.074504997669009,-0.5227620922182054,0.8622722196043731,0.7033485703363531,0.7569112300186209,1.558828212327555,1.1969997677699642,1.012560773098612,0.2003566075965465,2.9620290083096124,2.0888716478791447,1.686788643872798,3,8393152,Medium,DKI Jakarta
